case_id,model_id,family,phase,difficulty_id,difficulty_label,output_shape_count,score_cov,score_geom,score_sem,score_global
flanged_pipe_joint_level_2,claude-sonnet-4-6,Flanged Pipe Joint,1,2,Level 2 (Scale 8),0,0.0,0.0,0.0,0.0
flanged_pipe_joint_level_3,claude-sonnet-4-6,Flanged Pipe Joint,1,3,Level 3 (Scale 16),0,0.0,0.0,0.0,0.0
ball_bearing_assembly_level_1,claude-sonnet-4-6,Ball Bearing Assembly,2,1,Level 1 (Scale 6),6,75.0,75.0,47.0,53.0
ball_bearing_assembly_level_2,claude-sonnet-4-6,Ball Bearing Assembly,2,2,Level 2 (Scale 12),12,86.0,86.0,63.0,68.0
ball_bearing_assembly_level_3,claude-sonnet-4-6,Ball Bearing Assembly,2,3,Level 3 (Scale 20),20,91.0,91.0,72.0,77.0
clock_tower_mechanism_level_1,claude-sonnet-4-6,Clock Tower Mechanism,3,1,Level 1 (Scale 4),12,100.0,93.0,100.0,97.0
clock_tower_mechanism_level_2,claude-sonnet-4-6,Clock Tower Mechanism,3,2,Level 2 (Scale 12),6,30.0,27.0,8.0,11.0
clock_tower_mechanism_level_3,claude-sonnet-4-6,Clock Tower Mechanism,3,3,Level 3 (Scale 24),32,100.0,95.0,100.0,98.0
gantry_crane_assembly_level_1,claude-sonnet-4-6,Gantry Crane Assembly,3,1,Level 1 (Scale 2),0,0.0,0.0,0.0,0.0
gantry_crane_assembly_level_2,claude-sonnet-4-6,Gantry Crane Assembly,3,2,Level 2 (Scale 4),0,0.0,0.0,0.0,0.0
gantry_crane_assembly_level_3,claude-sonnet-4-6,Gantry Crane Assembly,3,3,Level 3 (Scale 6),0,0.0,0.0,0.0,0.0
cochlear_spiral_level_1,claude-sonnet-4-6,Cochlear Spiral,4,1,Level 1 (Scale 12),28,100.0,84.0,100.0,94.0
cochlear_spiral_level_2,claude-sonnet-4-6,Cochlear Spiral,4,2,Level 2 (Scale 24),52,100.0,89.0,100.0,96.0
cochlear_spiral_level_3,claude-sonnet-4-6,Cochlear Spiral,4,3,Level 3 (Scale 36),76,100.0,61.0,100.0,85.0
radiolarian_skeleton_level_1,claude-sonnet-4-6,Radiolarian Skeleton,4,1,Level 1 (Scale 1),43,78.0,49.0,57.0,50.0
radiolarian_skeleton_level_2,claude-sonnet-4-6,Radiolarian Skeleton,4,2,Level 2 (Scale 2),169,82.0,64.0,63.0,60.0
radiolarian_skeleton_level_3,claude-sonnet-4-6,Radiolarian Skeleton,4,3,Level 3 (Scale 3),0,0.0,0.0,0.0,0.0
spiral_staircase_level_1,gemini-2.5-flash,Spiral Staircase,1,1,Level 1 (Scale 10),11,100.0,45.0,43.0,55.0
spiral_staircase_level_2,gemini-2.5-flash,Spiral Staircase,1,2,Level 2 (Scale 24),25,100.0,42.0,37.0,51.0
spiral_staircase_level_3,gemini-2.5-flash,Spiral Staircase,1,3,Level 3 (Scale 50),51,100.0,41.0,35.0,50.0
cannonball_pyramid_level_1,gemini-2.5-flash,Cannonball Pyramid,1,1,Level 1 (Scale 3),10,100.0,96.0,96.0,97.0
cannonball_pyramid_level_2,gemini-2.5-flash,Cannonball Pyramid,1,2,Level 2 (Scale 4),20,100.0,100.0,100.0,100.0
cannonball_pyramid_level_3,gemini-2.5-flash,Cannonball Pyramid,1,3,Level 3 (Scale 5),35,100.0,100.0,100.0,100.0
voxel_grid_level_1,gemini-2.5-flash,Voxel Grid,1,1,Level 1 (Scale 2),8,100.0,100.0,100.0,100.0
voxel_grid_level_2,gemini-2.5-flash,Voxel Grid,1,2,Level 2 (Scale 3),27,100.0,100.0,100.0,100.0
voxel_grid_level_3,gemini-2.5-flash,Voxel Grid,1,3,Level 3 (Scale 4),64,100.0,100.0,100.0,100.0
domino_ring_level_1,gemini-2.5-flash,Domino Ring,1,1,Level 1 (Scale 5),15,100.0,72.0,79.0,81.0
domino_ring_level_2,gemini-2.5-flash,Domino Ring,1,2,Level 2 (Scale 10),30,100.0,58.0,79.0,77.0
domino_ring_level_3,gemini-2.5-flash,Domino Ring,1,3,Level 3 (Scale 20),60,100.0,68.0,80.0,80.0
dna_helix_level_1,gemini-2.5-flash,DNA Helix,1,1,Level 1 (Scale 5),15,100.0,100.0,100.0,100.0
dna_helix_level_2,gemini-2.5-flash,DNA Helix,1,2,Level 2 (Scale 10),30,100.0,100.0,100.0,100.0
dna_helix_level_3,gemini-2.5-flash,DNA Helix,1,3,Level 3 (Scale 20),60,100.0,100.0,100.0,100.0
suspension_bridge_level_1,gemini-2.5-flash,Suspension Bridge,2,1,Level 1 (Scale 5),13,100.0,99.0,100.0,100.0
suspension_bridge_level_2,gemini-2.5-flash,Suspension Bridge,2,2,Level 2 (Scale 10),23,100.0,100.0,100.0,100.0
suspension_bridge_level_3,gemini-2.5-flash,Suspension Bridge,2,3,Level 3 (Scale 20),43,100.0,100.0,100.0,100.0
planetary_array_level_1,gemini-2.5-flash,Planetary Array,2,1,Level 1 (Scale 6),7,100.0,100.0,100.0,100.0
planetary_array_level_2,gemini-2.5-flash,Planetary Array,2,2,Level 2 (Scale 12),13,100.0,100.0,100.0,100.0
planetary_array_level_3,gemini-2.5-flash,Planetary Array,2,3,Level 3 (Scale 18),19,100.0,100.0,100.0,100.0
cross_braced_truss_level_1,gemini-2.5-flash,Cross-Braced Truss,2,1,Level 1 (Scale 2),24,100.0,40.0,50.0,57.0
cross_braced_truss_level_2,gemini-2.5-flash,Cross-Braced Truss,2,2,Level 2 (Scale 4),48,100.0,40.0,73.0,68.0
cross_braced_truss_level_3,gemini-2.5-flash,Cross-Braced Truss,2,3,Level 3 (Scale 8),96,100.0,40.0,73.0,68.0
fractal_y_tree_level_1,gemini-2.5-flash,Fractal Y-Tree,2,1,Level 1 (Scale 2),7,100.0,100.0,100.0,100.0
fractal_y_tree_level_2,gemini-2.5-flash,Fractal Y-Tree,2,2,Level 2 (Scale 3),15,100.0,93.0,97.0,96.0
fractal_y_tree_level_3,gemini-2.5-flash,Fractal Y-Tree,2,3,Level 3 (Scale 4),31,100.0,47.0,100.0,84.0
bcc_lattice_level_1,gemini-2.5-flash,BCC Lattice,2,1,Level 1 (Scale 2),99,100.0,100.0,100.0,100.0
bcc_lattice_level_2,gemini-2.5-flash,BCC Lattice,2,2,Level 2 (Scale 3),379,100.0,100.0,100.0,100.0
bcc_lattice_level_3,gemini-2.5-flash,BCC Lattice,2,3,Level 3 (Scale 4),485,69.0,56.0,52.0,57.0
furniture_assembly_level_1,gemini-2.5-flash,Furniture Assembly,3,1,Level 1 (Scale 2),5,100.0,21.0,98.0,75.0
furniture_assembly_level_2,gemini-2.5-flash,Furniture Assembly,3,2,Level 2 (Scale 3),7,100.0,21.0,100.0,76.0
furniture_assembly_level_3,gemini-2.5-flash,Furniture Assembly,3,3,Level 3 (Scale 4),9,100.0,25.0,96.0,76.0
pipe_manifold_level_1,gemini-2.5-flash,Pipe Manifold,3,1,Level 1 (Scale 2),7,58.0,38.0,15.0,30.0
pipe_manifold_level_2,gemini-2.5-flash,Pipe Manifold,3,2,Level 2 (Scale 3),5,31.0,18.0,1.0,12.0
pipe_manifold_level_3,gemini-2.5-flash,Pipe Manifold,3,3,Level 3 (Scale 5),24,100.0,46.0,100.0,84.0
axle_bearing_level_1,gemini-2.5-flash,Axle Bearing,3,1,Level 1 (Scale 1),5,100.0,49.0,77.0,73.0
axle_bearing_level_2,gemini-2.5-flash,Axle Bearing,3,2,Level 2 (Scale 2),5,100.0,50.0,77.0,74.0
axle_bearing_level_3,gemini-2.5-flash,Axle Bearing,3,3,Level 3 (Scale 3),3,60.0,31.0,29.0,36.0
phyllotaxis_disc_level_1,gemini-2.5-flash,Phyllotaxis Disc,4,1,Level 1 (Scale 21),22,100.0,72.0,82.0,83.0
phyllotaxis_disc_level_2,gemini-2.5-flash,Phyllotaxis Disc,4,2,Level 2 (Scale 55),56,100.0,76.0,77.0,81.0
phyllotaxis_disc_level_3,gemini-2.5-flash,Phyllotaxis Disc,4,3,Level 3 (Scale 89),90,100.0,81.0,79.0,84.0
compound_eye_level_1,gemini-2.5-flash,Compound Eye,4,1,Level 1 (Scale 2),41,68.0,48.0,41.0,48.0
compound_eye_level_2,gemini-2.5-flash,Compound Eye,4,2,Level 2 (Scale 3),114,100.0,60.0,100.0,88.0
compound_eye_level_3,gemini-2.5-flash,Compound Eye,4,3,Level 3 (Scale 4),125,67.0,49.0,49.0,53.0
diatom_frustule_level_1,gemini-2.5-flash,Diatom Frustule,4,1,Level 1 (Scale 4),72,100.0,100.0,100.0,100.0
diatom_frustule_level_2,gemini-2.5-flash,Diatom Frustule,4,2,Level 2 (Scale 7),120,100.0,82.0,100.0,95.0
diatom_frustule_level_3,gemini-2.5-flash,Diatom Frustule,4,3,Level 3 (Scale 10),168,100.0,93.0,100.0,98.0
honeycomb_lattice_level_1,gemini-2.5-flash,Honeycomb Lattice,4,1,Level 1 (Scale 1),23,56.0,39.0,42.0,44.0
honeycomb_lattice_level_2,gemini-2.5-flash,Honeycomb Lattice,4,2,Level 2 (Scale 2),65,61.0,39.0,42.0,45.0
honeycomb_lattice_level_3,gemini-2.5-flash,Honeycomb Lattice,4,3,Level 3 (Scale 3),113,54.0,39.0,40.0,42.0
armillary_sphere_level_1,gemini-2.5-flash,Armillary Sphere,3,1,Level 1 (Scale 2),20,100.0,100.0,100.0,100.0
armillary_sphere_level_2,gemini-2.5-flash,Armillary Sphere,3,2,Level 2 (Scale 3),36,100.0,100.0,100.0,100.0
armillary_sphere_level_3,gemini-2.5-flash,Armillary Sphere,3,3,Level 3 (Scale 4),52,100.0,82.0,91.0,90.0
vertebral_column_level_1,gemini-2.5-flash,Vertebral Column,4,1,Level 1 (Scale 7),40,100.0,53.0,59.0,65.0
vertebral_column_level_2,gemini-2.5-flash,Vertebral Column,4,2,Level 2 (Scale 12),94,100.0,72.0,86.0,85.0
vertebral_column_level_3,gemini-2.5-flash,Vertebral Column,4,3,Level 3 (Scale 19),112,100.0,65.0,97.0,88.0
flanged_pipe_joint_level_1,gemini-2.5-flash,Flanged Pipe Joint,1,1,Level 1 (Scale 4),12,100.0,84.0,89.0,87.0
flanged_pipe_joint_level_2,gemini-2.5-flash,Flanged Pipe Joint,1,2,Level 2 (Scale 8),12,60.0,57.0,42.0,41.0
flanged_pipe_joint_level_3,gemini-2.5-flash,Flanged Pipe Joint,1,3,Level 3 (Scale 16),36,100.0,77.0,100.0,91.0
ball_bearing_assembly_level_1,gemini-2.5-flash,Ball Bearing Assembly,2,1,Level 1 (Scale 6),8,100.0,100.0,100.0,100.0
ball_bearing_assembly_level_2,gemini-2.5-flash,Ball Bearing Assembly,2,2,Level 2 (Scale 12),14,100.0,100.0,100.0,100.0
ball_bearing_assembly_level_3,gemini-2.5-flash,Ball Bearing Assembly,2,3,Level 3 (Scale 20),22,100.0,100.0,100.0,100.0
clock_tower_mechanism_level_1,gemini-2.5-flash,Clock Tower Mechanism,3,1,Level 1 (Scale 4),12,100.0,65.0,60.0,62.0
clock_tower_mechanism_level_2,gemini-2.5-flash,Clock Tower Mechanism,3,2,Level 2 (Scale 12),6,30.0,26.0,8.0,11.0
clock_tower_mechanism_level_3,gemini-2.5-flash,Clock Tower Mechanism,3,3,Level 3 (Scale 24),30,94.0,42.0,53.0,49.0
gantry_crane_assembly_level_1,gemini-2.5-flash,Gantry Crane Assembly,3,1,Level 1 (Scale 2),17,100.0,62.0,62.0,62.0
gantry_crane_assembly_level_2,gemini-2.5-flash,Gantry Crane Assembly,3,2,Level 2 (Scale 4),15,60.0,51.0,27.0,31.0
gantry_crane_assembly_level_3,gemini-2.5-flash,Gantry Crane Assembly,3,3,Level 3 (Scale 6),33,100.0,67.0,59.0,62.0
cochlear_spiral_level_1,gemini-2.5-flash,Cochlear Spiral,4,1,Level 1 (Scale 12),16,57.0,43.0,29.0,29.0
cochlear_spiral_level_2,gemini-2.5-flash,Cochlear Spiral,4,2,Level 2 (Scale 24),28,54.0,37.0,25.0,25.0
cochlear_spiral_level_3,gemini-2.5-flash,Cochlear Spiral,4,3,Level 3 (Scale 36),40,53.0,35.0,24.0,24.0
radiolarian_skeleton_level_1,gemini-2.5-flash,Radiolarian Skeleton,4,1,Level 1 (Scale 1),13,24.0,23.0,5.0,8.0
radiolarian_skeleton_level_2,gemini-2.5-flash,Radiolarian Skeleton,4,2,Level 2 (Scale 2),0,0.0,0.0,0.0,0.0
radiolarian_skeleton_level_3,gemini-2.5-flash,Radiolarian Skeleton,4,3,Level 3 (Scale 3),0,0.0,0.0,0.0,0.0
spiral_staircase_level_1,claude-opus-4-6,Spiral Staircase,1,1,Level 1 (Scale 10),11,100.0,45.0,43.0,55.0
spiral_staircase_level_2,claude-opus-4-6,Spiral Staircase,1,2,Level 2 (Scale 24),25,100.0,42.0,37.0,51.0
spiral_staircase_level_3,claude-opus-4-6,Spiral Staircase,1,3,Level 3 (Scale 50),51,100.0,41.0,35.0,50.0
cannonball_pyramid_level_1,claude-opus-4-6,Cannonball Pyramid,1,1,Level 1 (Scale 3),10,100.0,100.0,100.0,100.0
cannonball_pyramid_level_2,claude-opus-4-6,Cannonball Pyramid,1,2,Level 2 (Scale 4),20,100.0,100.0,100.0,100.0
cannonball_pyramid_level_3,claude-opus-4-6,Cannonball Pyramid,1,3,Level 3 (Scale 5),35,100.0,60.0,100.0,88.0
voxel_grid_level_1,claude-opus-4-6,Voxel Grid,1,1,Level 1 (Scale 2),8,100.0,100.0,100.0,100.0
voxel_grid_level_2,claude-opus-4-6,Voxel Grid,1,2,Level 2 (Scale 3),27,100.0,100.0,100.0,100.0
voxel_grid_level_3,claude-opus-4-6,Voxel Grid,1,3,Level 3 (Scale 4),64,100.0,100.0,100.0,100.0
domino_ring_level_1,claude-opus-4-6,Domino Ring,1,1,Level 1 (Scale 5),0,0.0,0.0,0.0,0.0
domino_ring_level_2,claude-opus-4-6,Domino Ring,1,2,Level 2 (Scale 10),20,67.0,58.0,45.0,53.0
domino_ring_level_3,claude-opus-4-6,Domino Ring,1,3,Level 3 (Scale 20),60,100.0,51.0,65.0,68.0
dna_helix_level_1,claude-opus-4-6,DNA Helix,1,1,Level 1 (Scale 5),15,100.0,100.0,100.0,100.0
dna_helix_level_2,claude-opus-4-6,DNA Helix,1,2,Level 2 (Scale 10),30,100.0,100.0,100.0,100.0
dna_helix_level_3,claude-opus-4-6,DNA Helix,1,3,Level 3 (Scale 20),60,100.0,100.0,100.0,100.0
suspension_bridge_level_1,claude-opus-4-6,Suspension Bridge,2,1,Level 1 (Scale 5),13,100.0,99.0,100.0,100.0
suspension_bridge_level_2,claude-opus-4-6,Suspension Bridge,2,2,Level 2 (Scale 10),23,100.0,100.0,100.0,100.0
suspension_bridge_level_3,claude-opus-4-6,Suspension Bridge,2,3,Level 3 (Scale 20),43,100.0,100.0,100.0,100.0
planetary_array_level_1,claude-opus-4-6,Planetary Array,2,1,Level 1 (Scale 6),7,100.0,100.0,100.0,100.0
planetary_array_level_2,claude-opus-4-6,Planetary Array,2,2,Level 2 (Scale 12),13,100.0,100.0,100.0,100.0
planetary_array_level_3,claude-opus-4-6,Planetary Array,2,3,Level 3 (Scale 18),19,100.0,84.0,95.0,93.0
cross_braced_truss_level_1,claude-opus-4-6,Cross-Braced Truss,2,1,Level 1 (Scale 2),24,100.0,100.0,100.0,100.0
cross_braced_truss_level_2,claude-opus-4-6,Cross-Braced Truss,2,2,Level 2 (Scale 4),48,100.0,100.0,100.0,100.0
cross_braced_truss_level_3,claude-opus-4-6,Cross-Braced Truss,2,3,Level 3 (Scale 8),96,100.0,100.0,100.0,100.0
fractal_y_tree_level_1,claude-opus-4-6,Fractal Y-Tree,2,1,Level 1 (Scale 2),7,100.0,100.0,100.0,100.0
fractal_y_tree_level_2,claude-opus-4-6,Fractal Y-Tree,2,2,Level 2 (Scale 3),15,100.0,100.0,100.0,100.0
fractal_y_tree_level_3,claude-opus-4-6,Fractal Y-Tree,2,3,Level 3 (Scale 4),31,100.0,100.0,100.0,100.0
bcc_lattice_level_1,claude-opus-4-6,BCC Lattice,2,1,Level 1 (Scale 2),99,100.0,100.0,100.0,100.0
bcc_lattice_level_2,claude-opus-4-6,BCC Lattice,2,2,Level 2 (Scale 3),145,47.0,41.0,27.0,35.0
bcc_lattice_level_3,claude-opus-4-6,BCC Lattice,2,3,Level 3 (Scale 4),178,25.0,24.0,6.0,15.0
furniture_assembly_level_1,claude-opus-4-6,Furniture Assembly,3,1,Level 1 (Scale 2),5,100.0,64.0,100.0,89.0
furniture_assembly_level_2,claude-opus-4-6,Furniture Assembly,3,2,Level 2 (Scale 3),7,100.0,62.0,100.0,89.0
furniture_assembly_level_3,claude-opus-4-6,Furniture Assembly,3,3,Level 3 (Scale 4),9,100.0,61.0,97.0,87.0
pipe_manifold_level_1,claude-opus-4-6,Pipe Manifold,3,1,Level 1 (Scale 2),7,58.0,23.0,9.0,23.0
pipe_manifold_level_2,claude-opus-4-6,Pipe Manifold,3,2,Level 2 (Scale 3),16,100.0,44.0,93.0,80.0
pipe_manifold_level_3,claude-opus-4-6,Pipe Manifold,3,3,Level 3 (Scale 5),24,100.0,45.0,93.0,80.0
axle_bearing_level_1,claude-opus-4-6,Axle Bearing,3,1,Level 1 (Scale 1),3,60.0,31.0,33.0,38.0
axle_bearing_level_2,claude-opus-4-6,Axle Bearing,3,2,Level 2 (Scale 2),5,100.0,53.0,95.0,83.0
axle_bearing_level_3,claude-opus-4-6,Axle Bearing,3,3,Level 3 (Scale 3),3,60.0,31.0,33.0,38.0
phyllotaxis_disc_level_1,claude-opus-4-6,Phyllotaxis Disc,4,1,Level 1 (Scale 21),22,100.0,66.0,91.0,85.0
phyllotaxis_disc_level_2,claude-opus-4-6,Phyllotaxis Disc,4,2,Level 2 (Scale 55),56,100.0,77.0,78.0,82.0
phyllotaxis_disc_level_3,claude-opus-4-6,Phyllotaxis Disc,4,3,Level 3 (Scale 89),90,100.0,72.0,84.0,84.0
compound_eye_level_1,claude-opus-4-6,Compound Eye,4,1,Level 1 (Scale 2),39,65.0,61.0,43.0,53.0
compound_eye_level_2,claude-opus-4-6,Compound Eye,4,2,Level 2 (Scale 3),85,75.0,61.0,52.0,59.0
compound_eye_level_3,claude-opus-4-6,Compound Eye,4,3,Level 3 (Scale 4),123,66.0,49.0,43.0,49.0
diatom_frustule_level_1,claude-opus-4-6,Diatom Frustule,4,1,Level 1 (Scale 4),72,100.0,82.0,100.0,95.0
diatom_frustule_level_2,claude-opus-4-6,Diatom Frustule,4,2,Level 2 (Scale 7),112,93.0,78.0,89.0,86.0
diatom_frustule_level_3,claude-opus-4-6,Diatom Frustule,4,3,Level 3 (Scale 10),104,62.0,56.0,45.0,52.0
honeycomb_lattice_level_1,claude-opus-4-6,Honeycomb Lattice,4,1,Level 1 (Scale 1),41,100.0,68.0,100.0,90.0
honeycomb_lattice_level_2,claude-opus-4-6,Honeycomb Lattice,4,2,Level 2 (Scale 2),110,100.0,71.0,100.0,91.0
honeycomb_lattice_level_3,claude-opus-4-6,Honeycomb Lattice,4,3,Level 3 (Scale 3),209,100.0,70.0,100.0,91.0
armillary_sphere_level_1,claude-opus-4-6,Armillary Sphere,3,1,Level 1 (Scale 2),20,100.0,100.0,100.0,100.0
armillary_sphere_level_2,claude-opus-4-6,Armillary Sphere,3,2,Level 2 (Scale 3),36,100.0,100.0,100.0,100.0
armillary_sphere_level_3,claude-opus-4-6,Armillary Sphere,3,3,Level 3 (Scale 4),52,100.0,100.0,100.0,100.0
vertebral_column_level_1,claude-opus-4-6,Vertebral Column,4,1,Level 1 (Scale 7),40,100.0,90.0,100.0,97.0
vertebral_column_level_2,claude-opus-4-6,Vertebral Column,4,2,Level 2 (Scale 12),70,100.0,65.0,99.0,89.0
vertebral_column_level_3,claude-opus-4-6,Vertebral Column,4,3,Level 3 (Scale 19),112,100.0,75.0,95.0,90.0
flanged_pipe_joint_level_1,claude-opus-4-6,Flanged Pipe Joint,1,1,Level 1 (Scale 4),4,33.0,33.0,8.0,13.0
flanged_pipe_joint_level_2,claude-opus-4-6,Flanged Pipe Joint,1,2,Level 2 (Scale 8),8,40.0,40.0,13.0,18.0
flanged_pipe_joint_level_3,claude-opus-4-6,Flanged Pipe Joint,1,3,Level 3 (Scale 16),36,100.0,79.0,99.0,91.0
ball_bearing_assembly_level_1,claude-opus-4-6,Ball Bearing Assembly,2,1,Level 1 (Scale 6),8,100.0,100.0,100.0,100.0
ball_bearing_assembly_level_2,claude-opus-4-6,Ball Bearing Assembly,2,2,Level 2 (Scale 12),14,100.0,100.0,100.0,100.0
ball_bearing_assembly_level_3,claude-opus-4-6,Ball Bearing Assembly,2,3,Level 3 (Scale 20),22,100.0,100.0,100.0,100.0
clock_tower_mechanism_level_1,claude-opus-4-6,Clock Tower Mechanism,3,1,Level 1 (Scale 4),12,100.0,62.0,60.0,61.0
clock_tower_mechanism_level_2,claude-opus-4-6,Clock Tower Mechanism,3,2,Level 2 (Scale 12),16,80.0,34.0,39.0,36.0
clock_tower_mechanism_level_3,claude-opus-4-6,Clock Tower Mechanism,3,3,Level 3 (Scale 24),32,100.0,49.0,60.0,57.0
gantry_crane_assembly_level_1,claude-opus-4-6,Gantry Crane Assembly,3,1,Level 1 (Scale 2),10,59.0,18.0,14.0,16.0
gantry_crane_assembly_level_2,claude-opus-4-6,Gantry Crane Assembly,3,2,Level 2 (Scale 4),14,56.0,7.0,0.0,1.0
gantry_crane_assembly_level_3,claude-opus-4-6,Gantry Crane Assembly,3,3,Level 3 (Scale 6),16,48.0,31.0,20.0,20.0
cochlear_spiral_level_1,claude-opus-4-6,Cochlear Spiral,4,1,Level 1 (Scale 12),25,89.0,57.0,77.0,67.0
cochlear_spiral_level_2,claude-opus-4-6,Cochlear Spiral,4,2,Level 2 (Scale 24),49,94.0,60.0,87.0,75.0
cochlear_spiral_level_3,claude-opus-4-6,Cochlear Spiral,4,3,Level 3 (Scale 36),73,96.0,57.0,91.0,77.0
radiolarian_skeleton_level_1,claude-opus-4-6,Radiolarian Skeleton,4,1,Level 1 (Scale 1),43,78.0,49.0,57.0,50.0
radiolarian_skeleton_level_2,claude-opus-4-6,Radiolarian Skeleton,4,2,Level 2 (Scale 2),162,79.0,55.0,59.0,53.0
radiolarian_skeleton_level_3,claude-opus-4-6,Radiolarian Skeleton,4,3,Level 3 (Scale 3),375,47.0,32.0,19.0,20.0
spiral_staircase_level_1,gemini-3.1-pro-preview,Spiral Staircase,1,1,Level 1 (Scale 10),10,91.0,91.0,65.0,78.0
spiral_staircase_level_2,gemini-3.1-pro-preview,Spiral Staircase,1,2,Level 2 (Scale 24),24,96.0,96.0,71.0,84.0
spiral_staircase_level_3,gemini-3.1-pro-preview,Spiral Staircase,1,3,Level 3 (Scale 50),50,98.0,98.0,73.0,86.0
cannonball_pyramid_level_1,gemini-3.1-pro-preview,Cannonball Pyramid,1,1,Level 1 (Scale 3),10,100.0,100.0,100.0,100.0
cannonball_pyramid_level_2,gemini-3.1-pro-preview,Cannonball Pyramid,1,2,Level 2 (Scale 4),20,100.0,100.0,100.0,100.0
cannonball_pyramid_level_3,gemini-3.1-pro-preview,Cannonball Pyramid,1,3,Level 3 (Scale 5),35,100.0,100.0,100.0,100.0
voxel_grid_level_1,gemini-3.1-pro-preview,Voxel Grid,1,1,Level 1 (Scale 2),8,100.0,100.0,100.0,100.0
voxel_grid_level_2,gemini-3.1-pro-preview,Voxel Grid,1,2,Level 2 (Scale 3),27,100.0,100.0,100.0,100.0
voxel_grid_level_3,gemini-3.1-pro-preview,Voxel Grid,1,3,Level 3 (Scale 4),64,100.0,100.0,100.0,100.0
domino_ring_level_1,gemini-3.1-pro-preview,Domino Ring,1,1,Level 1 (Scale 5),10,67.0,67.0,44.0,56.0
domino_ring_level_2,gemini-3.1-pro-preview,Domino Ring,1,2,Level 2 (Scale 10),30,100.0,78.0,80.0,83.0
domino_ring_level_3,gemini-3.1-pro-preview,Domino Ring,1,3,Level 3 (Scale 20),20,26.0,0.0,0.0,5.0
dna_helix_level_1,gemini-3.1-pro-preview,DNA Helix,1,1,Level 1 (Scale 5),15,100.0,100.0,100.0,100.0
dna_helix_level_2,gemini-3.1-pro-preview,DNA Helix,1,2,Level 2 (Scale 10),30,100.0,100.0,100.0,100.0
dna_helix_level_3,gemini-3.1-pro-preview,DNA Helix,1,3,Level 3 (Scale 20),60,100.0,100.0,100.0,100.0
suspension_bridge_level_1,gemini-3.1-pro-preview,Suspension Bridge,2,1,Level 1 (Scale 5),11,85.0,84.0,79.0,82.0
suspension_bridge_level_2,gemini-3.1-pro-preview,Suspension Bridge,2,2,Level 2 (Scale 10),21,91.0,91.0,89.0,90.0
suspension_bridge_level_3,gemini-3.1-pro-preview,Suspension Bridge,2,3,Level 3 (Scale 20),41,95.0,95.0,95.0,95.0
planetary_array_level_1,gemini-3.1-pro-preview,Planetary Array,2,1,Level 1 (Scale 6),7,100.0,100.0,100.0,100.0
planetary_array_level_2,gemini-3.1-pro-preview,Planetary Array,2,2,Level 2 (Scale 12),13,100.0,100.0,100.0,100.0
planetary_array_level_3,gemini-3.1-pro-preview,Planetary Array,2,3,Level 3 (Scale 18),19,100.0,100.0,100.0,100.0
cross_braced_truss_level_1,gemini-3.1-pro-preview,Cross-Braced Truss,2,1,Level 1 (Scale 2),24,100.0,40.0,50.0,57.0
cross_braced_truss_level_2,gemini-3.1-pro-preview,Cross-Braced Truss,2,2,Level 2 (Scale 4),48,100.0,40.0,72.0,68.0
cross_braced_truss_level_3,gemini-3.1-pro-preview,Cross-Braced Truss,2,3,Level 3 (Scale 8),96,100.0,40.0,66.0,65.0
fractal_y_tree_level_1,gemini-3.1-pro-preview,Fractal Y-Tree,2,1,Level 1 (Scale 2),7,100.0,100.0,100.0,100.0
fractal_y_tree_level_2,gemini-3.1-pro-preview,Fractal Y-Tree,2,2,Level 2 (Scale 3),15,100.0,100.0,100.0,100.0
fractal_y_tree_level_3,gemini-3.1-pro-preview,Fractal Y-Tree,2,3,Level 3 (Scale 4),31,100.0,100.0,100.0,100.0
bcc_lattice_level_1,gemini-3.1-pro-preview,BCC Lattice,2,1,Level 1 (Scale 2),99,100.0,100.0,100.0,100.0
bcc_lattice_level_2,gemini-3.1-pro-preview,BCC Lattice,2,2,Level 2 (Scale 3),307,100.0,100.0,100.0,100.0
bcc_lattice_level_3,gemini-3.1-pro-preview,BCC Lattice,2,3,Level 3 (Scale 4),701,100.0,100.0,100.0,100.0
furniture_assembly_level_1,gemini-3.1-pro-preview,Furniture Assembly,3,1,Level 1 (Scale 2),5,100.0,39.0,98.0,81.0
furniture_assembly_level_2,gemini-3.1-pro-preview,Furniture Assembly,3,2,Level 2 (Scale 3),7,100.0,52.0,100.0,86.0
furniture_assembly_level_3,gemini-3.1-pro-preview,Furniture Assembly,3,3,Level 3 (Scale 4),9,100.0,39.0,98.0,81.0
pipe_manifold_level_1,gemini-3.1-pro-preview,Pipe Manifold,3,1,Level 1 (Scale 2),12,100.0,90.0,59.0,76.0
pipe_manifold_level_2,gemini-3.1-pro-preview,Pipe Manifold,3,2,Level 2 (Scale 3),16,100.0,84.0,50.0,70.0
pipe_manifold_level_3,gemini-3.1-pro-preview,Pipe Manifold,3,3,Level 3 (Scale 5),24,100.0,83.0,48.0,69.0
axle_bearing_level_1,gemini-3.1-pro-preview,Axle Bearing,3,1,Level 1 (Scale 1),5,100.0,47.0,100.0,84.0
axle_bearing_level_2,gemini-3.1-pro-preview,Axle Bearing,3,2,Level 2 (Scale 2),5,100.0,44.0,100.0,83.0
axle_bearing_level_3,gemini-3.1-pro-preview,Axle Bearing,3,3,Level 3 (Scale 3),5,100.0,44.0,100.0,83.0
